-0.033525	0.004274	-0.011373	-0.000134	-0.000406	0.000119	0.008672	0.002255	-0.143898	0.000028	0.000399	-0.000137	1.774529	1.549808	1.487714	1.000000	0.000000	1.565578	2.135923	2.014363	0.950715	0.076304	-0.019350
-0.035316	0.003362	-0.007830	-0.000042	-0.000287	0.000145	0.020116	0.000494	-0.127205	-0.000088	0.000392	-0.000251	1.775679	1.545208	1.486892	0.000000	0.000000	1.566728	2.133295	2.008121	0.949565	0.078604	-0.025232
-0.033356	0.006834	-0.000774	0.000070	-0.000246	0.000221	0.022026	-0.000503	-0.123957	-0.000143	0.000408	-0.000305	1.775350	1.547179	1.486564	0.000000	0.000000	1.567220	2.130666	2.010092	0.950058	0.074990	-0.021337
-0.031988	-0.000917	-0.000640	-0.000117	-0.000327	0.000245	0.027871	0.005201	-0.126944	0.000072	0.000431	-0.000202	1.776008	1.546358	1.486071	0.000000	0.000000	1.563606	2.135102	2.008121	0.949237	0.078933	-0.035228
-0.031832	-0.000710	0.002796	-0.000021	-0.000219	0.000244	0.029812	-0.000195	-0.110207	-0.000006	0.000396	-0.000311	1.774858	1.546194	1.486235	0.000000	0.000000	1.563278	2.134937	2.008614	0.948087	0.076633	-0.031269
-0.039543	0.001373	0.012932	-0.000100	-0.000178	0.000270	0.029735	0.001994	-0.116990	-0.000043	0.000422	-0.000284	1.776172	1.547837	1.486564	0.000000	0.000000	1.563278	2.136416	2.010256	0.948579	0.077619	-0.035177
-0.041553	0.000206	-0.003732	-0.000151	-0.000141	0.000303	0.031454	0.003346	-0.106414	-0.000038	0.000578	-0.000233	1.777650	1.548329	1.485742	0.000000	0.000000	1.564592	2.135923	2.011242	0.947758	0.076633	-0.039223
-0.034049	-0.006282	-0.003392	-0.000049	-0.000258	0.000378	0.041051	-0.002078	-0.106534	-0.000076	0.000365	-0.000265	1.774529	1.551122	1.488042	0.000000	0.000000	1.564921	2.137401	2.013870	0.947265	0.077290	-0.041190
-0.028454	-0.011291	0.013790	0.000060	-0.000146	0.000421	0.042842	0.001292	-0.109691	-0.000060	0.000410	-0.000186	1.775515	1.549808	1.486892	0.000000	0.000000	1.567385	2.132309	2.011242	0.946937	0.078604	-0.046545
-0.020580	-0.013765	-0.013005	0.000235	-0.000408	0.000481	0.044911	-0.001923	-0.103058	-0.000031	0.000372	-0.000267	1.774036	1.549808	1.487057	0.000000	0.000000	1.565249	2.136909	2.009599	0.945787	0.076304	-0.043001
-0.034459	-0.010400	0.007536	-0.000026	-0.000169	0.000558	0.039382	0.005734	-0.103286	0.000063	0.000479	-0.000290	1.775843	1.548822	1.488042	0.000000	0.000000	1.563114	2.135923	2.010749	0.945787	0.077947	-0.050893
-0.035976	-0.004970	0.017020	0.000005	-0.000165	0.000424	0.048505	0.000537	-0.102890	-0.000118	0.000516	-0.000242	1.775022	1.548658	1.486400	0.000000	0.000000	1.564264	2.135594	2.009107	0.944965	0.075647	-0.047010
-0.037897	-0.008331	0.006959	-0.000011	-0.000153	0.000429	0.052458	-0.001387	-0.092478	0.000011	0.000577	-0.000272	1.775679	1.548658	1.488042	0.000000	0.000000	1.564099	2.135923	2.014692	0.945130	0.079097	-0.051190
-0.033997	-0.003670	0.010593	0.000106	-0.000069	0.000478	0.052526	0.000696	-0.086184	-0.000073	0.000467	-0.000326	1.775515	1.548822	1.485578	0.000000	0.000000	1.563114	2.139701	2.011406	0.944473	0.075976	-0.047042
-0.041638	-0.006211	0.007028	0.000004	-0.000135	0.000457	0.052616	0.000639	-0.076065	-0.000025	0.000386	-0.000328	1.774858	1.548822	1.488207	0.000000	0.000000	1.566071	2.134937	2.007464	0.942173	0.078604	-0.053059
-0.051343	-0.009290	0.030366	-0.000151	0.000112	0.000374	0.062276	-0.000169	-0.082570	0.000104	0.000362	-0.000306	1.776993	1.548658	1.485742	0.000000	0.000000	1.567549	2.134445	2.009764	0.943651	0.075647	-0.064709
-0.042070	-0.005741	0.027395	-0.000140	0.000115	0.000448	0.062219	-0.000194	-0.075850	0.000056	0.000336	-0.000307	1.775679	1.548658	1.487221	0.000000	0.000000	1.564099	2.135923	2.010914	0.941680	0.078111	-0.056949
-0.043541	-0.006993	0.027099	-0.000001	0.000041	0.000398	0.060150	0.003361	-0.065470	0.000029	0.000591	-0.000307	1.774529	1.551286	1.485742	0.000000	0.000000	1.564921	2.133459	2.009107	0.941187	0.077783	-0.060812
-0.043386	-0.000592	0.017216	0.000082	-0.000048	0.000481	0.058399	0.001928	-0.066005	-0.000023	0.000355	-0.000359	1.775186	1.549644	1.485250	0.000000	0.000000	1.563935	2.132966	2.010092	0.940694	0.076304	-0.053075
-0.033924	-0.010253	0.000561	0.000168	-0.000066	0.000482	0.063926	-0.005591	-0.055428	-0.000070	0.000331	-0.000338	1.776008	1.546687	1.487057	0.000000	0.000000	1.563771	2.133623	2.010749	0.940037	0.077947	-0.052963
-0.041313	-0.005642	0.040184	0.000099	0.000137	0.000287	0.067911	-0.005340	-0.061553	0.000213	0.000420	-0.000260	1.776665	1.548658	1.486400	1.000000	1.000000	1.562292	2.136580	2.011899	0.939709	0.075812	-0.054874
-0.045118	-0.001231	0.033397	0.000031	0.000262	0.000265	0.071710	-0.003098	-0.065377	0.000078	0.000370	-0.000313	1.776500	1.548329	1.486235	0.000000	1.000000	1.562292	2.137237	2.012721	0.937409	0.079590	-0.056796
-0.045192	-0.001369	0.033337	-0.000017	0.000182	0.000265	0.077237	-0.008394	-0.044954	-0.000051	0.000344	-0.000346	1.776172	1.548001	1.487385	0.000000	0.000000	1.563935	2.136580	2.011571	0.937738	0.076140	-0.055131
-0.043342	-0.000107	0.047007	0.000034	0.000200	0.000311	0.077259	-0.010535	-0.041129	0.000080	0.000374	-0.000295	1.775679	1.549151	1.485742	0.000000	0.000000	1.565906	2.135594	2.006807	0.937738	0.078111	-0.051270
-0.049013	0.001063	0.043614	-0.000002	0.000365	0.000289	0.075321	-0.011779	-0.047867	0.000076	0.000331	-0.000266	1.776829	1.549151	1.485250	0.000000	0.000000	1.562949	2.138880	2.009435	0.935766	0.076140	-0.051046
-0.054850	0.004126	0.053584	-0.000126	0.000314	0.000288	0.073533	-0.012853	-0.044542	0.000119	0.000367	-0.000319	1.775679	1.547344	1.486728	0.000000	0.000000	1.566071	2.134280	2.011078	0.936095	0.078276	-0.049488
-0.051061	0.002047	0.053828	-0.000045	0.000295	0.000339	0.075150	-0.016098	-0.040734	0.000052	0.000390	-0.000242	1.775843	1.550793	1.488207	0.000000	0.000000	1.564756	2.133952	2.014199	0.935274	0.076961	-0.047391
-0.045326	-0.003297	0.053787	0.000017	0.000268	0.000310	0.075031	-0.020667	-0.037308	-0.000019	0.000258	-0.000216	1.777650	1.547672	1.485414	0.000000	0.000000	1.567056	2.137073	2.007464	0.933467	0.077290	-0.045135
-0.047208	-0.010710	0.074157	0.000120	0.000367	0.000329	0.080896	-0.025950	-0.043842	0.000089	0.000255	-0.000245	1.776008	1.550629	1.487385	0.000000	0.000000	1.566071	2.134773	2.008121	0.934124	0.077454	-0.050854
-0.039568	-0.006505	0.054400	0.000234	0.000158	0.000465	0.077291	-0.012840	-0.034136	0.000164	0.000269	-0.000244	1.776008	1.546030	1.487878	0.000000	0.000000	1.565742	2.135266	2.014199	0.932317	0.076469	-0.052943
-0.049220	-0.005534	0.054001	0.000008	0.000291	0.000364	0.073354	-0.017309	-0.024046	0.000049	0.000292	-0.000297	1.775843	1.549315	1.488207	0.000000	0.000000	1.564756	2.135594	2.009107	0.932317	0.079097	-0.051090
